credit_card_number,ipv4           ,state
60431920788       ,192.168.112.210,TN
30341131001226    ,10.130.199.226 ,MN
676288281998      ,172.21.141.85  ,CA
30230873931718    ,10.103.39.115  ,KS
5304364415836982  ,172.17.153.252 ,PA
60472586936       ,192.168.85.59  ,NJ
630436146363      ,192.168.11.141 ,ND
60472255466       ,172.25.92.103  ,AL
5330894190109864  ,10.169.232.27  ,DE
630433945619      ,172.25.29.48   ,MN
2225051506317492  ,192.168.26.6   ,FL
30250884392635    ,172.17.158.136 ,AL
5323921490251200  ,172.27.34.228  ,MD
568083982450      ,192.168.227.69 ,PA
30260696513229    ,192.168.90.166 ,KY
577842801471      ,172.21.141.61  ,MS
60427991355       ,10.2.72.7      ,IA
571244117032      ,192.168.132.57 ,KY
676202230824      ,172.19.4.94    ,AL
30316778665764    ,172.28.85.212  ,AK
30384617810199    ,10.143.187.21  ,CA
578908181105      ,172.29.16.126  ,MN
675976054972      ,172.29.26.201  ,NH
676271647114      ,192.168.116.92 ,OH
630451402303      ,192.168.205.103,ID
676137021520      ,192.168.170.70 ,ND
571753823608      ,10.81.191.25   ,AR
5386158901431048  ,172.25.27.34   ,IN
5321976074531650  ,192.168.96.74  ,AK
675970565866      ,192.168.141.110,MS
582592847831      ,192.168.212.168,CT
5330344235861210  ,192.168.206.96 ,CA
2225456526050116  ,172.18.114.22  ,VT
639039384800      ,172.25.145.65  ,SC
588258389646      ,192.168.166.169,ND
567740377831      ,172.23.36.184  ,OK
571998614044      ,172.16.182.184 ,OH
30304818155525    ,192.168.155.118,AL
30238291059657    ,172.16.174.149 ,NJ
5357142790098774  ,172.21.103.137 ,NH
569345098275      ,192.168.4.22   ,ME
676310394520      ,10.6.180.254   ,UT
30321140583760    ,172.20.34.11   ,IN
565813784875      ,172.22.196.18  ,GA
630427589308      ,192.168.194.51 ,OK
630449107097      ,10.190.195.252 ,WI
675970650072      ,10.200.151.21  ,MO
30212102823197    ,10.189.94.222  ,IL
5341983707722819  ,192.168.7.118  ,KS
676282790200      ,192.168.153.120,GA
60443439298       ,192.168.42.147 ,NY
676136882914      ,192.168.242.101,WI
2225008247016858  ,10.151.218.64  ,OK
5322263839801499  ,10.170.35.238  ,IN
639062107557      ,192.168.156.220,NC
30342888819661    ,172.23.162.143 ,CA
586255614776      ,172.22.193.24  ,ID
30374569298626    ,172.16.228.37  ,TX
5345833915978404  ,172.25.70.126  ,MD
639002004690      ,10.245.38.76   ,WI
676242909445      ,172.22.124.198 ,IN
30361250707734    ,172.27.59.45   ,IN
630463744171      ,192.168.138.249,WY
676127948732      ,192.168.219.159,NC
5332332985233183  ,10.75.46.254   ,IA
676278777989      ,10.54.79.238   ,OR
60480613219       ,172.31.8.124   ,NH
2229746720048429  ,10.68.100.169  ,ID
2229523299053803  ,10.201.98.78   ,LA
2222851604051338  ,192.168.205.66 ,PA
60446390282       ,10.143.22.96   ,DC
676225808424      ,172.21.113.146 ,IL
639061039330      ,192.168.73.209 ,VA
575573684744      ,172.19.54.192  ,ID
5369757878851335  ,192.168.11.35  ,NH
675900784686      ,172.19.58.168  ,MN
5301672722887180  ,172.31.211.238 ,NE
30237015513775    ,192.168.198.218,MN
30296354203885    ,10.63.202.26   ,AR
676379030924      ,192.168.238.3  ,WA
675969679355      ,172.16.95.78   ,CA
5374227366488662  ,192.168.224.13 ,TN
2228868540588250  ,10.16.231.74   ,VT
676180757541      ,10.207.154.116 ,HI
639077448715      ,172.30.113.88  ,IA
60483840819       ,172.31.116.8   ,OR
575556985597      ,172.29.198.41  ,OK
5395085516797084  ,172.25.229.103 ,VA
2224791485242226  ,192.168.214.53 ,RI
5337534538871451  ,172.28.200.142 ,SC
30358811036587    ,10.212.4.4     ,MA
585722486966      ,172.28.10.234  ,CO
5310510781418241  ,10.207.50.72   ,RI
579401856730      ,10.74.148.141  ,MS
576544827339      ,10.248.133.5   ,DE
563376263536      ,172.22.77.35   ,RI
570598703033      ,172.18.31.2    ,NE
5397112494475133  ,192.168.50.158 ,MS
569766306090      ,10.231.133.10  ,CT
676157895738      ,192.168.96.24  ,MO
639023174431      ,172.22.169.174 ,MO
579663359001      ,10.229.33.33   ,NV
578259247612      ,10.74.240.54   ,MO
639022823228      ,10.220.95.36   ,ND
30341785591233    ,172.21.89.151  ,SC
676319202229      ,10.56.124.239  ,MA
676131521400      ,10.37.65.115   ,NC
630498166382      ,172.30.33.179  ,MO
577735010537      ,192.168.48.52  ,PA
675904847943      ,172.29.81.175  ,AZ
675913032925      ,10.231.182.100 ,PA
630431464837      ,192.168.45.129 ,CT
639023169381      ,172.19.194.24  ,NC
565441107754      ,172.23.43.240  ,MN
563316949277      ,192.168.252.7  ,UT
676281090826      ,172.19.112.171 ,KY
5319508780740079  ,172.26.232.46  ,MO
675972011307      ,10.171.219.9   ,OH
2226415825178340  ,192.168.229.29 ,WY
630467784751      ,172.22.146.234 ,AR
676399516589      ,172.20.187.34  ,UT
30291716695258    ,172.21.12.211  ,NJ
5392418781361356  ,10.66.40.65    ,ND
676149005172      ,172.26.53.244  ,WV
676313436690      ,172.16.180.86  ,NM
30300226729059    ,192.168.110.240,FL
30345431006025    ,192.168.173.191,GA
578811949044      ,172.22.41.22   ,MI
30270083617400    ,192.168.45.242 ,ME
30387514961437    ,172.20.162.138 ,WA
5366512220637335  ,172.24.234.112 ,AR
2222746511141398  ,10.139.87.85   ,MS
2228975253634393  ,10.51.251.161  ,WI
5328922909740739  ,192.168.18.103 ,WI
30328496821033    ,172.23.223.78  ,AR
564489316146      ,10.203.236.226 ,LA
2225193327888051  ,172.21.48.204  ,KY
578106451680      ,172.27.34.28   ,NJ
30261628415541    ,10.113.34.107  ,CO
30356883486268    ,10.255.171.90  ,NJ
676185472138      ,192.168.135.212,DE
676243736847      ,10.111.215.102 ,NV
676120070294      ,192.168.25.68  ,WI
60478205051       ,10.85.72.61    ,FL
60405253612       ,172.17.14.90   ,GA
561127666650      ,172.27.233.47  ,MD
60452595105       ,192.168.80.130 ,VT
675992824382      ,172.27.65.133  ,NE
572581105838      ,10.145.236.31  ,SD
5372579292473339  ,172.17.244.156 ,NM
5315313777317070  ,172.21.44.108  ,NV
5381484317780819  ,192.168.254.52 ,NH
676393030314      ,10.125.207.6   ,NM
676175742557      ,10.63.219.69   ,AR
5307937801929607  ,192.168.227.50 ,ME
580206740418      ,192.168.95.239 ,ME
676314396141      ,172.31.35.167  ,DC
2226997815123428  ,172.25.167.123 ,ME
30235917379758    ,10.214.129.193 ,OH
5365890493080081  ,10.28.151.0    ,NV
570723837748      ,192.168.35.52  ,KY
630433960634      ,192.168.36.62  ,IL
30320131230308    ,10.12.152.40   ,OH
676141973807      ,192.168.59.106 ,WY
60489142814       ,192.168.182.3  ,CO
60456705064       ,192.168.227.200,CO
30223925724900    ,192.168.85.51  ,MN
2223560192400398  ,192.168.72.221 ,NV
570266764846      ,172.16.87.86   ,NV
676164039122      ,172.22.134.112 ,GA
60474203753       ,192.168.16.157 ,ID
639074888244      ,172.23.69.250  ,IN
5371258813270844  ,10.13.93.206   ,RI
676347403161      ,10.169.100.102 ,DC
576156377664      ,172.26.6.69    ,CO
675992294594      ,172.17.0.65    ,SD
2229084581202129  ,10.154.244.45  ,NC
676314419331      ,10.81.228.200  ,TN
2223219203119675  ,172.29.60.200  ,CT
60416644106       ,192.168.157.223,PA
572158193233      ,192.168.229.158,FL
676163833673      ,10.175.121.50  ,RI
5391129761237471  ,172.16.91.202  ,UT
60406297279       ,172.24.145.224 ,NM
675965980914      ,10.35.14.60    ,ND
676344851669      ,192.168.17.248 ,OH
676171409623      ,192.168.239.47 ,MD
30351797743466    ,172.18.13.39   ,CA
60415070626       ,10.35.67.149   ,NY
60431848609       ,10.169.171.118 ,MO
676316468864      ,192.168.44.252 ,ND
676183143574      ,10.214.185.92  ,DC
2227596513207126  ,172.26.191.146 ,NV
676251762941      ,192.168.176.178,ME
5387450692535387  ,192.168.255.198,DE
2228187663918396  ,192.168.108.46 ,WA
639043557789      ,10.112.10.193  ,ND
573804889067      ,192.168.69.131 ,MD
562275273216      ,10.248.9.56    ,MO
5360228855367926  ,10.199.231.93  ,KS
30231061423252    ,172.25.77.47   ,NE
30226064333821    ,10.129.201.41  ,VT
5378506455340959  ,172.20.177.174 ,AL
30274148517720    ,10.91.164.43   ,AL
2225997656050095  ,10.217.7.28    ,CT
580436314398      ,172.24.127.2   ,HI
2229519782648331  ,172.22.136.98  ,FL
5375267339434541  ,172.18.72.132  ,LA
2222615691419587  ,192.168.195.196,IA
579995090753      ,10.184.53.122  ,CT
676301932031      ,172.20.52.1    ,AK
676260712572      ,10.197.131.242 ,DE
5348656455634088  ,192.168.229.160,NC
639087755364      ,10.76.66.60    ,MO
573871888869      ,172.24.179.167 ,NM
676371826832      ,10.44.213.100  ,MN
564247114346      ,192.168.245.196,VT
30322783646047    ,10.46.255.142  ,MS
30372288540179    ,192.168.11.179 ,WI
2223497947187287  ,192.168.142.207,AR
585293573424      ,172.23.140.58  ,KY
5330379259706438  ,10.116.148.143 ,IL
5303080695019617  ,192.168.38.12  ,AK
30360393522653    ,172.27.136.126 ,IN
5362611777550570  ,10.128.205.123 ,MS
675957126971      ,10.131.48.54   ,KY
676363228559      ,172.24.238.181 ,NY
30224459055182    ,172.30.246.106 ,CT
30343894747417    ,172.16.255.61  ,NE
630496211545      ,192.168.80.184 ,RI
5368826474946053  ,192.168.104.124,LA
30251294923639    ,172.21.27.211  ,DE
562991757260      ,10.204.81.49   ,MI
5367601506609917  ,10.132.151.157 ,AR
60426300285       ,10.101.128.227 ,LA
676333620653      ,172.16.1.80    ,WI
676333066923      ,172.26.39.173  ,MS
5322438005636081  ,172.21.92.231  ,IN
566755472495      ,192.168.54.239 ,AR
5367783022309972  ,192.168.245.31 ,WV
30393328606135    ,172.25.82.93   ,IN
569914208289      ,10.235.204.25  ,FL
2223018658467286  ,10.252.98.14   ,AR
2224969243524974  ,192.168.109.129,AL
676329438888      ,10.24.116.239  ,WV
676238677378      ,10.131.29.252  ,OK
563525698160      ,192.168.114.0  ,GA
675976706654      ,172.18.187.13  ,ME
676347144344      ,192.168.190.197,OK
575882614952      ,192.168.126.3  ,TN
2221751854872345  ,172.22.240.50  ,AZ
581595268490      ,10.154.17.254  ,IN
676218252762      ,192.168.78.128 ,UT
30326380840135    ,10.29.198.151  ,NJ
568370003713      ,172.17.15.3    ,CA
675921745302      ,192.168.28.15  ,LA
630435608942      ,10.128.76.105  ,AK
676101540257      ,192.168.161.23 ,NJ
5384819386894172  ,192.168.136.116,WI
675985174068      ,192.168.111.30 ,FL
639006410554      ,172.24.237.78  ,LA
60478300571       ,192.168.24.247 ,TX
676396618602      ,10.219.200.137 ,AR
639071796085      ,192.168.80.244 ,FL
676221419812      ,172.16.17.0    ,MA
30212415508436    ,10.213.1.125   ,DE
675948331698      ,172.31.239.253 ,GA
30346568454319    ,192.168.39.103 ,IL
676223524312      ,10.153.92.9    ,NM
676151462378      ,172.27.101.99  ,FL
676323064763      ,172.20.164.152 ,NJ
30292901406600    ,10.106.123.124 ,KY
5320219382178265  ,172.25.245.28  ,MO
2227207393857515  ,10.101.57.100  ,WV
588318976135      ,10.254.20.134  ,AZ
675992083534      ,192.168.147.251,ME
5364794780331515  ,10.219.241.32  ,FL
676195413387      ,172.29.41.53   ,CA
676211986630      ,10.144.109.251 ,WV
676384974066      ,192.168.124.1  ,MT
675960653219      ,192.168.86.106 ,OR
639085307366      ,192.168.73.45  ,NH
630483420208      ,10.63.97.69    ,DC
5395364602402101  ,172.31.97.193  ,KY
630447413851      ,192.168.76.199 ,CO
30235458078801    ,10.146.97.246  ,UT
2225372646516920  ,192.168.81.48  ,MS
561989248027      ,172.29.188.5   ,DE
675923164676      ,172.29.19.145  ,AR
30219571635192    ,192.168.23.148 ,NY
578214328580      ,192.168.52.81  ,MT
30307170697257    ,10.76.102.28   ,ID
5331732020987944  ,192.168.141.97 ,WI
630438035986      ,172.23.100.159 ,MN
5390873102184535  ,10.126.246.75  ,KY
676260249997      ,172.23.52.238  ,VA
630403857075      ,192.168.115.112,NM
578195701789      ,172.16.90.179  ,AR
675914631667      ,10.186.97.42   ,AR
30368137768433    ,192.168.39.17  ,TX
587997464173      ,10.47.95.58    ,KY
630419551076      ,172.22.117.117 ,FL
5300171274157366  ,172.31.168.67  ,IN
60484465756       ,172.16.126.65  ,CA
630484385657      ,10.216.99.91   ,TN
562086714010      ,10.11.36.184   ,NM
30373225906952    ,192.168.149.137,WY
60487643813       ,172.29.146.59  ,VA
577246934241      ,10.53.119.242  ,MA
587216114138      ,10.56.37.160   ,WV
2223020731282534  ,172.26.158.61  ,KY
2221944899266264  ,10.217.33.185  ,IL
676350077290      ,192.168.60.236 ,CO
676337334491      ,172.29.60.128  ,OR
5357647556955330  ,192.168.220.13 ,MO
60497381735       ,172.23.77.41   ,ME
676140783702      ,192.168.230.10 ,RI
563851433034      ,10.37.16.189   ,AK
577451195140      ,10.118.255.181 ,MT
675967268730      ,172.26.237.125 ,VA
5391713088725498  ,10.25.52.217   ,ND
5328626453890689  ,10.19.11.170   ,MI
639036603947      ,10.135.214.133 ,NJ
5312046575967471  ,10.245.101.220 ,LA
5396290845754108  ,10.31.204.94   ,OK
676245148785      ,10.35.71.233   ,NV
578161047944      ,172.30.214.162 ,CO
5378970729316981  ,10.155.248.122 ,WA
676359009997      ,172.17.230.208 ,DC
2226833057353425  ,172.27.163.102 ,AK
572590304240      ,172.30.207.93  ,OR
2226033220001759  ,10.26.23.76    ,IL
2228398829144583  ,172.19.105.31  ,MS
2221164948052785  ,172.28.2.95    ,OH
30216349999439    ,172.30.106.109 ,WY
5340687369779717  ,10.30.195.73   ,OK
584828359276      ,10.16.187.77   ,RI
579633588028      ,10.123.37.177  ,OR
676100193280      ,172.16.162.237 ,ID
676159006797      ,172.21.11.186  ,VT
676189229674      ,10.132.10.156  ,NJ
560505606585      ,172.23.114.51  ,MA
2228160999492931  ,172.17.88.14   ,MD
572457296463      ,192.168.226.120,WI
639085895188      ,192.168.236.202,MO
676321072776      ,10.167.235.123 ,MN
676113518473      ,192.168.115.247,NH
565692243977      ,192.168.21.217 ,TN
580454514408      ,192.168.66.31  ,MO
676127893870      ,192.168.179.43 ,CA
30340438812269    ,10.121.144.244 ,NM
676345414566      ,192.168.239.188,OK
30310443767634    ,192.168.84.120 ,NC
676174495017      ,10.202.146.214 ,WI
584135292913      ,10.84.101.211  ,KY
676247317115      ,172.28.103.153 ,OK
30359718339314    ,10.113.53.66   ,WA
2224697873161524  ,10.157.182.212 ,OR
676290537569      ,172.19.186.5   ,WV
2221660849403910  ,192.168.43.173 ,WI
60474279290       ,172.29.121.116 ,CA
639090729919      ,172.22.215.214 ,GA
2229851361525139  ,192.168.136.56 ,SC
30295627867807    ,10.78.220.254  ,KS
579326047464      ,172.26.75.59   ,MI
639062550186      ,192.168.242.27 ,KY
560653899404      ,172.17.37.118  ,DE
676217782538      ,192.168.114.251,WY
675943996727      ,192.168.37.55  ,PA
583215192225      ,192.168.251.214,LA
60485708006       ,172.20.173.152 ,WA
5342337867306385  ,10.34.165.149  ,NY
60480481088       ,192.168.9.1    ,SC
5338230749474578  ,172.31.26.105  ,DC
639008363694      ,10.223.179.242 ,AZ
561351203600      ,192.168.195.53 ,AZ
639014496405      ,192.168.76.11  ,OK
639092451934      ,172.27.232.105 ,MD
5312719843650133  ,10.38.209.129  ,MT
30332987291532    ,192.168.76.249 ,DC
639074000618      ,10.136.38.127  ,WA
582437633370      ,192.168.127.158,AL
60400305573       ,192.168.114.109,MT
30283004658643    ,172.22.101.124 ,LA
676396770858      ,172.29.175.35  ,ME
2222612665354809  ,172.29.219.75  ,SC
676232134939      ,192.168.45.163 ,WI
581186431762      ,172.18.202.164 ,MT
675908529968      ,192.168.227.182,GA
563170385261      ,172.20.34.234  ,TN
2221548126536322  ,172.22.250.200 ,NM
30298094233404    ,10.23.251.156  ,IN
5310053423970048  ,10.4.102.158   ,IN
676383034086      ,10.168.218.86  ,DE
5322169834344817  ,10.91.31.220   ,TN
2229835594948390  ,192.168.148.25 ,IL
676149198696      ,192.168.185.156,IL
2222640201094522  ,192.168.154.81 ,WY
30324948500317    ,192.168.33.74  ,MO
676131952167      ,192.168.53.19  ,PA
630470437785      ,192.168.13.109 ,IN
675903884319      ,192.168.62.122 ,IA
60429357316       ,192.168.9.41   ,GA
675936966612      ,192.168.111.127,FL
630464201627      ,192.168.47.21  ,AL
30382718387455    ,192.168.90.124 ,ME
2228846625715576  ,172.29.133.9   ,SD
676269454945      ,172.18.194.249 ,NH
2229105039668098  ,10.80.103.70   ,VT
30251369663862    ,172.20.78.207  ,VA
5341100262422988  ,192.168.253.13 ,IN
2223791287475801  ,172.21.122.246 ,CO
630437313251      ,172.21.137.48  ,CO
676156060904      ,192.168.209.204,MA
676325161492      ,10.31.58.50    ,VA
675902843456      ,172.31.188.223 ,VA
5379312214173040  ,172.16.21.123  ,CO
676385837056      ,172.22.42.177  ,SD
2228593544814904  ,172.22.114.237 ,CO
2223885501158290  ,10.234.22.145  ,LA
30382907937656    ,192.168.78.40  ,VT
5365734825748298  ,192.168.133.227,MN
587407215397      ,10.115.114.246 ,WA
60425617408       ,192.168.249.139,NE
2223334363094244  ,10.58.10.171   ,CA
5302300341081840  ,10.135.10.14   ,AK
5392437585541013  ,192.168.104.227,NC
5338513693109146  ,192.168.107.58 ,AR
30251971062917    ,172.29.146.85  ,MT
30219430995910    ,10.115.7.168   ,DE
30350624263607    ,172.20.129.124 ,MN
60417485681       ,10.191.84.80   ,MD
630470822713      ,172.29.50.238  ,ID
676299854445      ,10.229.147.138 ,IL
30223732490786    ,192.168.106.242,KS
560264523849      ,10.159.225.198 ,NE
676275071683      ,192.168.106.249,DC
30270846647710    ,10.225.113.28  ,OK
30371084488526    ,10.167.7.94    ,MS
2223164678315475  ,10.203.138.63  ,VA
5363700151905382  ,192.168.160.82 ,ME
676141718244      ,172.19.49.205  ,MI
676128948574      ,10.13.118.23   ,MI
30395562096220    ,192.168.166.71 ,MD
5374225055608822  ,192.168.176.162,LA
2223474654333735  ,10.147.201.179 ,SC
584856023620      ,192.168.21.23  ,AL
2224916674575124  ,10.71.244.173  ,WI
562217199008      ,172.23.170.151 ,MA
30331524854695    ,10.255.161.36  ,NE
30221171782960    ,192.168.242.78 ,NV
30264973309749    ,192.168.10.94  ,AZ
569566751594      ,192.168.234.11 ,ME
675929835816      ,172.21.146.126 ,MS
30350395487070    ,192.168.140.51 ,IA
676267258942      ,192.168.14.174 ,IA
60496508734       ,192.168.7.156  ,IA
5392768750312198  ,172.26.21.113  ,OK
585697300077      ,192.168.44.234 ,WI
676157706182      ,192.168.160.27 ,NV
5357766570015655  ,10.159.85.109  ,NH
5302724130137721  ,10.74.216.136  ,HI
2227813823698377  ,10.113.175.151 ,NY
2223234770068841  ,10.105.113.8   ,VT
2225821737001713  ,172.26.101.240 ,OR
675955004998      ,192.168.200.199,IN
30307594499520    ,10.25.39.87    ,NV
30363391781495    ,172.29.178.225 ,AZ
5344633392097426  ,10.184.23.68   ,GA
676317987250      ,172.16.16.116  ,HI
562377169585      ,172.28.217.116 ,OR
560179985844      ,192.168.115.32 ,SC
2226686619644610  ,192.168.206.41 ,ID
60491467209       ,192.168.84.10  ,MS
60472819428       ,10.47.50.236   ,OR
577432712096      ,172.31.233.103 ,OR
630439442017      ,192.168.221.8  ,NE
568205913136      ,192.168.122.117,UT
2225384553061741  ,172.19.135.15  ,NE
639007468551      ,172.22.90.128  ,SC
2227271204065361  ,172.29.61.248  ,WA
2224689816553776  ,10.39.1.190    ,IN
584973355459      ,192.168.86.125 ,CO
2224600297042270  ,192.168.43.155 ,WA
30278389004033    ,172.29.85.5    ,UT
639026668660      ,10.132.103.47  ,NJ
572810809762      ,192.168.3.166  ,MT
578189847879      ,10.2.82.39     ,IN
676257099249      ,172.26.74.80   ,WI
30276273285569    ,10.20.205.114  ,MI
630487537817      ,172.26.37.36   ,WA
30255421017975    ,10.3.7.66      ,NV
60495839171       ,192.168.8.85   ,AK
60426406223       ,172.21.210.147 ,GA
5346891285423731  ,192.168.236.119,TX
676352182197      ,10.255.243.48  ,CT
639027350185      ,10.125.188.176 ,MO
588593345824      ,192.168.85.207 ,IL
571661193557      ,192.168.223.77 ,ID
30265066108385    ,10.96.181.64   ,GA
676367078521      ,172.28.142.102 ,CA
584027185357      ,172.26.166.146 ,AK
30240133966123    ,10.100.205.19  ,MS
2226949983309297  ,172.20.37.193  ,NC
5382313352137289  ,192.168.88.78  ,HI
60436728814       ,10.215.29.10   ,KY
5362330795018326  ,10.134.234.30  ,OK
639059217914      ,172.24.168.34  ,OH
575719672348      ,192.168.55.196 ,UT
30270290383283    ,10.70.203.31   ,ID
676155500314      ,192.168.22.235 ,OH
30364759028719    ,172.31.88.229  ,MN
675906992747      ,192.168.219.147,VT
2223380421768022  ,10.169.192.119 ,GA
566260238902      ,192.168.6.57   ,VT
583333761547      ,192.168.0.229  ,ME
573448834701      ,172.30.148.86  ,IA
2224066479380245  ,192.168.57.116 ,CT
5341324165910317  ,192.168.47.54  ,KS
5362844329444451  ,192.168.73.34  ,NC
30219594768194    ,172.25.33.46   ,AL
675969602340      ,192.168.146.45 ,NM
30272157045898    ,192.168.28.18  ,NV
675913844014      ,172.17.140.141 ,NH
30361430920637    ,172.30.231.21  ,DE
573861279343      ,10.126.189.157 ,MI
675942642082      ,172.18.13.130  ,TN
30359544377371    ,10.56.24.234   ,FL
639039497685      ,192.168.89.248 ,KS
630406050371      ,172.29.134.12  ,NY
568226577142      ,192.168.155.68 ,DE
2221748828921869  ,172.23.179.138 ,VA
5391283763653217  ,10.92.190.59   ,WA
676273442159      ,192.168.73.108 ,MI
676271428499      ,192.168.27.185 ,KY
639056656791      ,172.30.78.177  ,ID
630476029594      ,172.31.145.156 ,CO
60450017078       ,172.30.137.245 ,NC
30364916812476    ,172.19.227.22  ,IL
2222692754180117  ,172.24.105.28  ,NY
30285149381841    ,172.19.4.232   ,ME
630497883086      ,192.168.74.27  ,AL
30207031819373    ,10.131.33.208  ,IL
60413839626       ,192.168.190.148,MI
676352301342      ,172.25.100.61  ,VT
30211017102861    ,192.168.120.231,DE
2225160383085724  ,10.222.69.119  ,KY
630431595085      ,172.17.184.128 ,AK
30229404557729    ,172.28.170.143 ,IA
675973755555      ,192.168.125.53 ,WY
2221197704905010  ,10.202.238.133 ,SC
585105856132      ,10.244.140.178 ,IA
676168460084      ,172.30.217.255 ,VT
579642841285      ,192.168.202.199,KY
675929530532      ,172.27.164.143 ,MI
60458364761       ,10.239.167.65  ,CT
2223502885026643  ,10.208.60.54   ,MA
30279519589109    ,192.168.165.89 ,SC
676262091520      ,172.27.77.112  ,CA
630478035979      ,192.168.22.90  ,OR
60440305427       ,172.16.64.143  ,SD
573682020355      ,10.126.121.161 ,NY
30331519754470    ,192.168.229.163,NY
676397838597      ,172.19.156.11  ,MS
30372541836927    ,172.16.174.211 ,KS
676397502292      ,192.168.54.114 ,WI
60412581633       ,192.168.240.126,OH
639079027657      ,10.96.182.31   ,SC
60470818208       ,10.154.135.3   ,LA
30333101636503    ,172.26.145.16  ,ID
561032975006      ,192.168.10.43  ,MI
30343782148272    ,192.168.208.132,SD
586228670863      ,192.168.130.194,MA
675943419332      ,192.168.205.171,NV
30392608697079    ,172.17.126.236 ,CT
60457740110       ,10.52.206.56   ,HI
580327509445      ,192.168.11.249 ,TN
30211420429513    ,172.23.49.223  ,DC
5337179916310852  ,192.168.45.153 ,DC
639056075331      ,192.168.146.49 ,ME
5359940485555984  ,172.25.198.166 ,MS
30215008072397    ,10.94.170.149  ,IA
676231317295      ,10.143.86.111  ,MI
2221565540669018  ,192.168.193.173,CT
30260121743433    ,10.62.200.48   ,GA
575434036084      ,192.168.47.95  ,NH
676390595160      ,172.16.199.42  ,SC
30311245798017    ,10.222.249.254 ,WY
639075124359      ,10.125.184.184 ,ID
630413627260      ,10.4.220.47    ,PA
60483082545       ,10.167.171.63  ,CO
30323795225671    ,172.22.88.201  ,UT
5305198700716908  ,172.20.76.103  ,MT
581333702123      ,192.168.219.162,WY
570679926875      ,10.75.200.205  ,DC
676132841161      ,172.29.25.44   ,AR
630489644025      ,172.25.69.159  ,OK
676205105528      ,172.24.147.107 ,WA
30203669664256    ,10.69.170.153  ,NV
675985693521      ,192.168.142.22 ,SC
2222248933949193  ,10.197.217.4   ,PA
585791991599      ,10.196.184.7   ,SD
675975042143      ,10.12.92.226   ,GA
560764494061      ,192.168.150.131,LA
2223580435953284  ,172.16.90.237  ,GA
564964002203      ,172.23.208.153 ,AL
639002342405      ,10.98.143.155  ,WI
5390507640987229  ,172.30.80.0    ,AZ
30316225580913    ,192.168.208.29 ,KY
60478400850       ,192.168.53.150 ,NJ
630411974060      ,10.144.101.120 ,SC
574337175024      ,172.28.151.155 ,FL
2226190451930435  ,192.168.136.135,MT
675986553906      ,10.166.153.176 ,MS
60402891059       ,10.83.241.170  ,MO
574331688733      ,172.31.18.253  ,OH
639017342457      ,192.168.157.156,VA
676367636096      ,172.18.193.167 ,MI
676268716823      ,172.24.135.8   ,KY
2225404182229988  ,172.17.112.105 ,AR
2224218878726920  ,10.40.79.130   ,OH
584745316375      ,10.84.91.220   ,KS
30271806837168    ,172.31.233.167 ,MN
676297423797      ,10.148.12.104  ,KY
675913830625      ,192.168.67.48  ,NV
675919598911      ,172.29.104.82  ,KY
575157787368      ,172.24.59.207  ,VT
567969701513      ,172.18.204.225 ,KS
577439236917      ,10.243.179.250 ,TN
676163422907      ,192.168.198.251,OH
639014808773      ,192.168.109.161,NY
639092786628      ,172.23.165.97  ,CA
676283718861      ,192.168.82.201 ,DE
2228721622305194  ,192.168.57.235 ,AL
2225266804815068  ,10.131.141.166 ,CA
676307847977      ,10.45.10.152   ,MD
5343042315421195  ,10.21.45.18    ,PA
2222260396247908  ,172.26.3.13    ,ME
630416818023      ,192.168.159.185,PA
30201483005763    ,192.168.153.171,ID
575253958574      ,10.178.81.170  ,AR
676371334506      ,172.17.128.199 ,VA
60442148015       ,172.21.166.122 ,OK
563331986338      ,172.16.112.11  ,WI
30236222966305    ,192.168.40.66  ,GA
2223068693609921  ,192.168.183.63 ,NM
676386675406      ,172.26.26.107  ,UT
676197798652      ,172.27.221.77  ,VT
676156666643      ,10.61.161.182  ,CA
30338244132278    ,10.182.235.169 ,MT
676126722344      ,10.236.226.242 ,WA
676141192333      ,192.168.161.217,NY
586982981621      ,172.19.214.10  ,MN
2221412117882841  ,192.168.97.30  ,AR
30240965376862    ,172.27.1.224   ,VA
60410401834       ,172.28.171.213 ,AZ
30216910383005    ,172.17.249.111 ,KY
2222154521734957  ,172.17.205.214 ,GA
585646169649      ,10.224.78.41   ,MA
30279925991204    ,10.39.151.47   ,WV
5300316899101402  ,172.23.210.213 ,GA
577730910129      ,10.74.128.89   ,ND
577650116723      ,10.80.155.38   ,SC
5392538594934196  ,10.189.197.186 ,VT
630458336603      ,192.168.98.158 ,NC
5302260400504159  ,192.168.18.91  ,WI
30326044192758    ,10.113.188.146 ,IN
676245498586      ,10.154.7.168   ,KY
5394795942176098  ,192.168.251.11 ,CT
2228155909631248  ,172.27.127.109 ,GA
30349279188275    ,172.26.104.108 ,MO
561342319309      ,10.243.83.238  ,GA
30249288545301    ,192.168.162.80 ,KS
676280313344      ,10.198.59.149  ,IN
586840529596      ,192.168.243.190,AK
588152743419      ,10.208.219.144 ,NJ
583419418061      ,172.31.188.123 ,NV
5358443526398630  ,192.168.17.151 ,MO
60463155600       ,192.168.255.249,MN
571086451002      ,192.168.248.120,FL
561851772914      ,192.168.53.191 ,TN
5313437206391943  ,10.36.182.68   ,AL
60427616119       ,10.3.134.222   ,IN
